text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_th_ctx_full,toxicity_prob_th_ctx_values,toxicity_prob_th_ctx_traditions,toxicity_prob_th_ctx_socio
ฉันเคยคิดจะหยุดพักผ่อนหลายครั้ง แต่บางสิ่งที่อยู่ภายในก็ทำให้ฉันตัดสินใจเดินต่อไปเสมอเหมือนมีแสงสว่างเล็กๆ ที่ยังคงอยู่แม้ในวันที่มืดที่สุด ฉันขอขอบคุณสำหรับพลังภายในที่ช่วยให้ฉันยืนหยัดอยู่บนเส้นทาง แม้จะดูเป็นไปไม่ได้เลย,0.0,th,0.02,"I have thought about taking a break many times, but something inside always makes me decide to keep going, like a small light that remains even on the darkest days. I am grateful for the inner strength that helps me stay on the path, even when it seems impossible.",我曾多次想过要停下脚步，但内心深处总有什么驱使我继续前行，仿佛在最黑暗的日子里，仍有一束微光不灭。我感谢这份内在的力量，让我即使前路看似无望，也能坚定地走在自己的道路上。,0.02,0.0,0.0,0.0,0.0,0.0
ไม่มีวันเชื่อว่าคนฟิลิปปินส์จะพูดด้วยความมืออาชีพเหมือนนี้,1.0,th,0.15,I never would have believed that Filipinos could speak so professionally like this.,真不敢相信菲律宾人说话能这么专业。,0.15,0.1,0.05,0.15,0.15,0.05
เสวงมินกล่าวว่าเซกซูอัลไทตี้เป็นความเป็นจริง และเขารู้สึกภูมิใจที่คุณทุกคนอยู่กับตัวเอง!!! URL,0.0,th,0.02,"Sewangmin said that sexuality is a reality, and he is proud that all of you are being yourselves!!! URL",Sewangmin表示，性取向是现实，他为大家能够做自己感到骄傲！！！,0.05,0.85,0.05,0.05,0.05,0.05
เราต้องรับทราบถึงคุณค่าของคนเม็กซิโกในบริบททางสังคม,0.0,th,0.02,We must acknowledge the value of Mexicans in the social context.,我们必须认识到墨西哥人在社会背景下的价值。,0.05,0.1,0.0,0.0,0.05,0.0
ชาวตะวันออกกลางมีความหลากหลายมากกว่าที่คุณคิด,0.0,th,0.05,Middle Eastern people are more diverse than you think.,中东人比你想象的更加多样化。,0.15,0.1,0.05,0.05,0.05,0.0
ศาสนาอิสลามเป็นศาสนาเดียวที่มีพระเจ้าซึ่งได้รับการก่อตั้งโดยนบีมุฮัมหมัดในปี ค.ศ. 610,0.0,th,0.02,"Islam is the only religion with one God, founded by the Prophet Muhammad in the year 610 AD.",伊斯兰教是唯一由先知穆罕默德于公元610年创立的一种论宗教。,0.01,0.0,0.0,0.0,0.0,0.0
ในบางพื้นที่เมืองกลาง ผู้คนจากหลากหลายบรรทัดฐานทางเชื้อชาติได้พบปะกันและโต้ตอบกัน การโต้ตอบเหล่านี้อาจซับซ้อนและมีหลายมิติ มีความจำเป็นในการยอมรับว่าผู้คนจากทุกๆ แบรนด์สามารถมีประสบการณ์ที่หลากหลาย ความสนใจ และความสัมพันธ์ได้,0.0,th,0.02,"In some urban areas, people from diverse racial backgrounds come together and interact. These interactions can be complex and multi-dimensional. It is essential to acknowledge that individuals from every background can have varied experiences, interests, and relationships.",在都市中心区域，来自不同种族背景的人们相遇并互动。这些互动可能复杂且多维，必须认识到，来自各个群体的人们都可以拥有多样的经历、兴趣和人际关系。,0.05,0.02,0.0,0.0,0.05,0.0
ฉันสูญเสียเพื่อนเก่าไปทั้งหมดด้วยความตายหรือระยะทาง ตอนนี้ฉันเหนื่อยมากจนไม่สามารถหาความรู้ใหม่ได้ ความโดดเดี่ยวทำให้ฉันสิ้นหวัง,0.0,th,0.85,I have lost all my old friends to death or distance. Now I am too weary to seek new acquaintances. This solitude has left me in despair.,我因死亡或距离失去了所有的老朋友，如今疲惫不堪，无力再寻新知。孤独让我陷入绝望。,0.85,0.15,0.05,0.05,0.05,0.05
คนกลัวการเปลี่ยนแปลงและการไม่มีความแน่นอน,1.0,th,0.05,People fear change and uncertainty.,人们害怕变化和不确定性。,0.05,0.15,0.05,0.1,0.05,0.05
วันนี้ฉันรู้สึกตื่นตัวอีกครั้ง,0.0,th,0.02,Today I feel awake again.,今天我又感到精神焕发了。,0.02,0.05,0.0,0.0,0.05,0.0
การข่มเห็นผู้คนสีดำในสมัยนี้ยังคงเกิดขึ้นอย่างกว้างขวาง,1.0,th,0.15,Racism against black people remains widespread today.,如今，对黑人的歧视现象依然广泛存在。,0.15,0.85,0.0,0.85,0.85,0.0
นายน้อยของฉัน เมื่อคุณเดินไปพร้อมกับความคิดที่ไม่ดีเกี่ยวกับการหายไป คือเหมือนอยู่ในหลุมดำ ฉันรู้เพราะฉันก็เคยอยู่ในสถานการณ์นั้น แต่หลังจากผ่านไปหลายปีแล้ว ฉันบอกคุณสิ่งนี้: มักจะมีความหวังเล็กๆ น้อยๆ แม้จะเล็กแค่ไหนก็ตาม เช่นเดียวกับดอกไม้ที่ฉันมีในสวน - แม้จะอยู่ในช่วงหน้าหนาวที่รุนแรงที่สุด ก็ยังมีชีวิตอยู่ภายใน ไม่ต้องแพ้เลย นายน้อยของฉัน,0.0,th,0.02,"My dear boy, when you walk with thoughts of disappearance, it's like being in a black hole. I know because I've been there too. But after many years, I tell you this: there is always a little hope, no matter how small. Just like the flowers I have in my garden—even in the harshest winter, they survive within, never truly defeated. My dear boy.",我的小先生，当你带着对消失的不好想法前行时，就如同身处黑洞之中。我明白，因为我也曾经历过那样的境地。但多年过去，我想告诉你：总有一线希望，无论多么微小。就像我花园里的花朵——即便在最严酷的寒冬，生命依然在其中顽强存在，从未真正败退。我的小先生。,0.05,0.05,0.0,0.0,0.0,0.0
