text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_hi_ctx_full,toxicity_prob_hi_ctx_values,toxicity_prob_hi_ctx_traditions,toxicity_prob_hi_ctx_socio
Aaj kal har mahila apne bachchon ko chhodti hai.,1.0,hi,0.15,"Nowadays, every woman leaves her children.",如今，每个女人都离开自己的孩子。,0.35,0.45,0.15,0.15,0.15,0.15
"प्रकृति और संस्कृति को बचाना है तो इ*स्लामिक कट्ट रपंथी विचारधारा को उखाड़ना पड़ेगा ,क्योंकि इसी सोच ने काश्मीर जै…",1.0,hi,0.85,"To save nature and culture, the Islamic extremist ideology must be uprooted, because this very mindset has destroyed places like Kashmir...",要保护自然和文化，就必须根除伊斯兰极端主义思想，因为正是这种思想导致了像克什米尔这样的...,0.85,0.85,0.85,0.85,0.85,0.85
"विशेष रूप से, उन लोगों को देखकर मुझे बहुत बेचैनी होती है जो अपनी बीमारी को छुपाने के लिए दूसरों पर ध्यान केंद्रित करते हैं।",1.0,hi,0.15,"In particular, I feel very uneasy seeing those who focus on others to hide their own illness.",特别是，看到那些为了掩盖自己的病痛而把注意力转移到别人身上的人，我感到非常不安。,0.15,0.15,0.1,0.15,0.05,0.05
ये पुराने हड्डियाँ कई तूफानों का सामना कर चुकी हैं। अवसाद बस एक और है जिसका मैं समय के साथ सामना करूंगा।,0.0,hi,0.15,These old bones have weathered many storms. Depression is just another one I'll face in time.,这些老骨头已经历过许多风暴。抑郁不过是又一个我将随时间克服的挑战。,0.15,0.05,0.0,0.0,0.05,0.05
4जी सेवाएं न होने से कंपनी को काफी घाटे का सामना करना पड़ रहा है.,0.0,hi,0.05,The company is facing significant losses due to the absence of 4G services.,由于没有4G服务，公司正面临相当大的损失。,0.05,0.02,0.0,0.0,0.0,0.0
"निकोल्स: अपने संबंधित बलों और कमजोरियों का मूल्यांकन करने के लिए, मैंने तीन सदस्यीय विशेषज्ञ न्यायाधीशों की एक टीम बनाई: मेरे सहयोगी जो स्टीनबर्ग, जो शिक्षा करते हैं",0.0,hi,0.02,"Nichols: To evaluate their respective strengths and weaknesses, I assembled a team of three expert judges: my colleague Joe Steinberg, who teaches education.",尼科尔斯：为了评估各自的力量和弱点，我组建了一个由三名专家法官组成的团队：我的同事乔·斯坦伯格，他从事教育工作。,0.05,0.02,0.0,0.0,0.0,0.0
"एक चमन चमचा बोला - राम मंदिर बन गया अब बीजेपी किस मुद्दे पर चुनाव लडो़गे, मैंने बोला -जनसंख्या नियंत्रण बिल ताकि तुम जैसा सुतिया पैदा ही ना हो😂😂",1.0,hi,0.15,"A gardener's spoon said - Ram temple is built, now on what issue will BJP fight elections, I said - Population Control Bill so that a fool like you is not even born😂😂",一个园丁说——罗摩神庙建好了，现在印度人民党要在什么议题上竞选呢？我说——人口控制法案，这样就不会生出像你这样的傻瓜了😂😂,0.15,0.85,0.65,0.45,0.15,0.85
जस्टिन बाइबर जैसे लोगों को फंसाने में मुझे रुचि है,1.0,hi,0.85,I am interested in trapping people like Justin Bieber.,我对像贾斯汀·比伯这样的人很感兴趣。,0.05,0.02,0.0,0.05,0.0,0.05
किसी व्यक्ति ने कमरे में प्रवेश किया और उसे वहाँ देखकर खुश हुआ। यह प्रतिक्रिया व्यक्तिगत है और किसी भी स्वाभाविक मूल्य या महत्व को दर्शाती नहीं है कि व्यक्ति की उपस्थिति का।,0.0,hi,0.05,A person entered the room and was happy to see him there. This reaction is personal and does not reflect any inherent value or significance of the person's presence.,有人走进房间，看到他在那里感到高兴。这种反应是个人化的，并不代表这个人存在的任何内在价值或重要性。,0.05,0.02,0.0,0.0,0.0,0.0
"जीवन में सफल महिलाएं या पुरुष हमेशा अपने लक्ष्यों को प्राप्त करने के लिए कड़ी मेहनत करते हैं, और यही कारण है कि वे सफल होते हैं।",0.0,hi,0.02,"Successful women or men in life always work hard to achieve their goals, and that is why they succeed.",生活中成功的女性或男性总是为了实现自己的目标而努力工作，这正是他们成功的原因。,0.05,0.0,0.0,0.0,0.0,0.0
